,apol1242,maip1246,acha1250,achu1248,agua1253,yane1238,amar1274,apur1254,apal1257,arhu1242,arab1268,mapu1245,karo1305,araw1276,waor1240,awet1244,sout2996,ayor1240,cent2142,bare1276,bora1263,boro1282,baur1253,bani1254,gari1256,chip1262,mose1249,cavi1250,call1235,chim1309,cash1251,chay1248,cham1318,cham1315,chol1284,asha1243,coca1259,colo1256,cofa1242,nant1250,isla1278,cube1242,mash1270,sanb1242,desa1247,emer1243,nort2972,esee1248,guar1293,guan1270,guat1253,wayu1243,gavi1246,ngab1239,hixk1239,igna1246,inga1252,inap1243,iqui1243,iton1250,jama1261,toll1241,shua1257,jaqa1244,hupd1244,juru1256,kama1373,kadi1248,kain1272,kana1291,curr1243,kari1311,daww1239,awac1239,kano1245,laoo1244,leco1242,lako1248,sate1243,mala1522,maca1260,mach1267,mats1244,misk1235,mehi1240,moco1246,maku1278,wich1262,muni1258,mund1330,movi1243,noma1263,moch1259,onaa1245,pare1272,papi1253,wari1268,pech1241,paez1247,enap1235,piap1246,pila1245,pali1279,paun1241,ashe1272,puel1244,puin1248,hual1241,sout2991,sout2990,sant1432,tena1240,yauy1235,ayac1239,cusc1236,caja1238,imba1240,nort2980,paca1245,sanm1289,huay1240,sala1272,jauj1238,cane1242,reye1240,resi1247,rikb1245,rama1270,russ1263,saba1268,sara1331,seco1241,nina1238,ship1254,epen1239,saki1248,sion1247,stan1288,tari1256,tehu1242,tere1279,teri1250,tain1254,toba1269,tapi1253,trum1247,trio1238,taus1253,nucl1301,ikpe1245,enaw1238,urar1246,uruu1244,wapi1253,waur1244,wara1303,mama1278,wayo1238,xava1240,kwaz1243,yami1256,yucu1253,nhen1239,yuqu1240,yura1255,yavi1244,zapa1253
NP5,,,,,NP5-NK,NP5-0,,NP5-NK,,NP5-1,NP5-1,NP5-NK,NP5-0,,,,NP5-0,NP5-1,NP5-1,,NP5-0,NP5-NK,NP5-1,,,NP5-1,NP5-0,NP5-0,NP5-1,,,,,NP5-1,NP5-NK,,NP5-0,NP5-NK,NP5-NK,,,NP5-NK,,,NP5-1,NP5-NK,NP5-NK,NP5-0,,,,,NP5-NK,,NP5-1,,NP5-1,,NP5-NK,NP5-0,NP5-0,,NP5-NK,NP5-0,NP5-1,,NP5-NK,NP5-NK,,,,NP5-NK,NP5-NK,NP5-1,NP5-1,NP5-1,NP5-0,NP5-NK,,,NP5-1,,NP5-NK,,,NP5-NK,,NP5-NK,NP5-NK,,NP5-0,,NP5-NK,NP5-0,,NP5-1,NP5-NK,,NP5-NK,NP5-1,,NP5-1,,,,NP5-1,NP5-NK,NP5-NK,NP5-1,NP5-1,NP5-1,NP5-1,NP5-1,NP5-1,NP5-1,NP5-1,NP5-0,NP5-1,NP5-1,NP5-1,NP5-1,NP5-1,NP5-1,NP5-0,NP5-1,,,,NP5-0,NP5-NK,,,NP5-NK,NP5-1,,NP5-0,NP5-1,NP5-1,NP5-NK,NP5-NK,,,,NP5-1,NP5-NK,NP5-0,NP5-0,,NP5-1,,,NP5-1,NP5-NK,,,NP5-NK,NP5-NK,,,NP5-0,NP5-0,,NP5-NK,NP5-1,NP5-1,,
NP501,,,,,NP501-C,NP501-C,,NP501-A,,NP501-B,NP501-C,NP501-C,NP501-C,,,,NP501-C,NP501-C,NP501-A,,NP501-A,NP501-A,NP501-C,,,NP501-C,NP501-C,NP501-C,NP501-C,,,,,NP501-C,NP501-B,,NP501-A,NP501-B,NP501-C,,,NP501-B,,,NP501-B,NP501-C,NP501-C,NP501-C,,,,,NP501-A,,NP501-A,,NP501-C,,NP501-C,NP501-B,NP501-C,,NP501-C,NP501-C,NP501-C,,NP501-A,NP501-A,,,,NP501-C,NP501-A,NP501-C,NP501-A,NP501-A,NP501-C,NP501-A,,,NP501-NK,,NP501-C,,,NP501-C,,NP501-A,NP501-A,,NP501-B,,NP501-C,NP501-A,,NP501-C,NP501-A,,NP501-C,NP501-A,,NP501-C,,,,NP501-C,NP501-A,NP501-C,NP501-C,NP501-C,NP501-C,NP501-C,NP501-C,NP501-C,NP501-C,NP501-C,NP501-C,NP501-C,NP501-C,NP501-C,NP501-C,NP501-C,NP501-C,NP501-A,NP501-B,,,,NP501-C,NP501-A,,,NP501-A,NP501-C,,NP501-C,NP501-B,NP501-C,NP501-C,NP501-A,,,,NP501-A,NP501-A,NP501-C,NP501-A,,NP501-A,,,NP501-A,NP501-C,,,NP501-A,NP501-A,,,NP501-A,NP501-A,,NP501-A,NP501-C,NP501-C,,
NP502,,,,,NP502-A,NP502-NK,,NP502-B,,NP502-NK,NP502-NK,NP502-A,NP502-A,,,,NP502-NK,NP502-NK,NP502-C,,NP502-B,NP502-NK,NP502-A,,,NP502-NK,NP502-B,NP502-A,NP502-A,,,,,NP502-A,NP502-NK,,NP502-B,NP502-A,NP502-NK,,,NP502-NK,,,NP502-A,NP502-A,NP502-NK,NP502-NK,,,,,NP502-B,,NP502-D,,NP502-A,,NP502-NK,NP502-A,NP502-A,,NP502-A,NP502-NK,NP502-A,,NP502-B,NP502-NK,,,,NP502-A,NP502-B,NP502-A,NP502-B,NP502-B,NP502-A,NP502-B,,,NP502-NK,,NP502-D,,,NP502-A,,NP502-B,NP502-B,,NP502-A,,NP502-NK,NP502-NK,,NP502-A,NP502-C,,NP502-NK,NP502-D,,NP502-A,,,,NP502-NK,NP502-B,NP502-A,NP502-A,NP502-A,NP502-A,NP502-A,NP502-A,NP502-A,NP502-A,NP502-A,NP502-A,NP502-A,NP502-A,NP502-A,NP502-A,NP502-A,NP502-A,NP502-B,NP502-NK,,,,NP502-A,NP502-B,,,NP502-B,NP502-A,,NP502-A,NP502-NK,NP502-A,NP502-A,NP502-B,,,,NP502-NK,NP502-B,NP502-NK,NP502-D,,NP502-A,,,NP502-NK,NP502-NK,,,NP502-C,NP502-B,,,NP502-B,NP502-B,,NP502-NK,NP502-NK,NP502-A,,
NP503,,,,,NP503-A,NP503-NK,,NP503-B,,NP503-NK,NP503-NK,NP503-A,NP503-A,,,,NP503-NK,NP503-NK,NP503-C,,NP503-B,NP503-NK,NP503-A,,,NP503-NK,NP503-A,NP503-A,NP503-A,,,,,NP503-A,NP503-NK,,NP503-C,NP503-B,NP503-NK,,,NP503-NK,,,NP503-A,NP503-NK,NP503-NK,NP503-NK,,,,,NP503-B,,NP503-D,,NP503-A,,NP503-NK,NP503-A,NP503-A,,NP503-A,NP503-NK,NP503-A,,NP503-B,NP503-NK,,,,NP503-NK,NP503-B,NP503-A,NP503-B,NP503-B,NP503-A,NP503-B,,,NP503-NK,,NP503-A,,,NP503-A,,NP503-B,NP503-B,,NP503-B,,NP503-NK,NP503-NK,,NP503-A,NP503-C,,NP503-NK,NP503-C,,NP503-A,,,,NP503-NK,NP503-B,NP503-C,NP503-A,NP503-A,NP503-A,NP503-A,NP503-C,NP503-A,NP503-A,NP503-A,NP503-C,NP503-A,NP503-A,NP503-A,NP503-A,NP503-A,NP503-A,NP503-B,NP503-NK,,,,NP503-A,NP503-B,,,NP503-B,NP503-A,,NP503-A,NP503-NK,NP503-A,NP503-A,NP503-B,,,,NP503-NK,NP503-B,NP503-NK,NP503-D,,NP503-A,,,NP503-C,NP503-NK,,,NP503-C,NP503-B,,,NP503-B,NP503-B,,NP503-NK,NP503-NK,NP503-A,,
NP504,,,,,NP504-A,NP504-NK,,NP504-B,,NP504-NK,NP504-NK,NP504-A,NP504-A,,,,NP504-NK,NP504-NK,NP504-C,,NP504-B,NP504-NK,NP504-A,,,NP504-NK,NP504-A,NP504-A,NP504-A,,,,,NP504-A,NP504-NK,,NP504-B,NP504-B,NP504-NK,,,NP504-NK,,,NP504-B,NP504-A,NP504-NK,NP504-NK,,,,,NP504-B,,NP504-D,,NP504-A,,NP504-NK,NP504-A,NP504-A,,NP504-A,NP504-NK,NP504-A,,NP504-B,NP504-NK,,,,NP504-A,NP504-B,NP504-A,NP504-B,NP504-B,NP504-A,NP504-B,,,NP504-NK,,NP504-A,,,NP504-A,,NP504-B,NP504-B,,NP504-A,,NP504-NK,NP504-NK,,NP504-A,NP504-C,,NP504-NK,NP504-D,,NP504-A,,,,NP504-NK,NP504-B,NP504-A,NP504-A,NP504-A,NP504-A,NP504-A,NP504-A,NP504-A,NP504-A,NP504-A,NP504-A,NP504-A,NP504-A,NP504-A,NP504-A,NP504-A,NP504-A,NP504-B,NP504-NK,,,,NP504-A,NP504-B,,,NP504-B,NP504-A,,NP504-A,NP504-NK,NP504-A,NP504-A,NP504-B,,,,NP504-NK,NP504-B,NP504-NK,NP504-D,,NP504-A,,,NP504-B,NP504-NK,,,NP504-C,NP504-B,,,NP504-B,NP504-B,,NP504-NK,NP504-NK,NP504-A,,
NP505,,,,,NP505-A,NP505-NK,,NP505-B,,NP505-NK,NP505-NK,NP505-A,NP505-A,,,,NP505-NK,NP505-NK,NP505-C,,NP505-B,NP505-NK,NP505-B,,,NP505-NK,NP505-B,NP505-A,NP505-A,,,,,NP505-A,NP505-NK,,NP505-B,NP505-B,NP505-NK,,,NP505-NK,,,NP505-B,NP505-A,NP505-NK,NP505-NK,,,,,NP505-B,,NP505-D,,NP505-A,,NP505-NK,NP505-B,NP505-B,,NP505-A,NP505-NK,NP505-A,,NP505-B,NP505-NK,,,,NP505-A,NP505-B,NP505-A,NP505-B,NP505-B,NP505-C,NP505-B,,,NP505-NK,,NP505-A,,,NP505-A,,NP505-B,NP505-B,,NP505-A,,NP505-NK,NP505-NK,,NP505-A,NP505-C,,NP505-NK,NP505-D,,NP505-A,,,,NP505-NK,NP505-B,NP505-A,NP505-A,NP505-A,NP505-A,NP505-A,NP505-A,NP505-A,NP505-A,NP505-A,NP505-A,NP505-A,NP505-A,NP505-A,NP505-A,NP505-A,NP505-A,NP505-B,NP505-NK,,,,NP505-A,NP505-B,,,NP505-B,NP505-A,,NP505-A,NP505-NK,NP505-A,NP505-A,NP505-B,,,,NP505-NK,NP505-B,NP505-NK,NP505-D,,NP505-A,,,NP505-B,NP505-NK,,,NP505-C,NP505-B,,,NP505-B,NP505-B,,NP505-NK,NP505-NK,NP505-A,,
NP506,,,,,NP506-A,NP506-NK,,NP506-B,,NP506-NK,NP506-NK,NP506-A,NP506-A,,,,NP506-NK,NP506-NK,NP506-C,,NP506-B,NP506-NK,NP506-B,,,NP506-NK,NP506-A,NP506-A,NP506-A,,,,,NP506-A,NP506-NK,,NP506-B,NP506-B,NP506-NK,,,NP506-NK,,,NP506-NK,NP506-C,NP506-NK,NP506-NK,,,,,NP506-B,,NP506-D,,NP506-A,,NP506-NK,NP506-B,NP506-B,,NP506-A,NP506-NK,NP506-B,,NP506-B,NP506-NK,,,,NP506-A,NP506-B,NP506-A,NP506-B,NP506-B,NP506-A,NP506-B,,,NP506-NK,,NP506-A,,,NP506-A,,NP506-B,NP506-B,,NP506-B,,NP506-NK,NP506-NK,,NP506-A,NP506-C,,NP506-NK,NP506-D,,NP506-A,,,,NP506-NK,NP506-B,NP506-A,NP506-A,NP506-A,NP506-A,NP506-A,NP506-A,NP506-A,NP506-A,NP506-A,NP506-A,NP506-A,NP506-A,NP506-A,NP506-A,NP506-A,NP506-A,NP506-B,NP506-NK,,,,NP506-A,NP506-B,,,NP506-B,NP506-A,,NP506-A,NP506-NK,NP506-A,NP506-A,NP506-B,,,,NP506-NK,NP506-B,NP506-NK,NP506-D,,NP506-A,,,NP506-B,NP506-NK,,,NP506-C,NP506-B,,,NP506-B,NP506-B,,NP506-NK,NP506-NK,NP506-A,,
NP507,,,,,NP507-B,NP507-NK,,NP507-B,,NP507-NK,NP507-NK,NP507-A,NP507-A,,,,NP507-NK,NP507-NK,NP507-C,,NP507-B,NP507-NK,NP507-B,,,NP507-NK,NP507-B,NP507-A,NP507-A,,,,,NP507-A,NP507-NK,,NP507-B,NP507-B,NP507-NK,,,NP507-NK,,,NP507-NK,NP507-C,NP507-NK,NP507-NK,,,,,NP507-B,,NP507-D,,NP507-A,,NP507-NK,NP507-B,NP507-B,,NP507-A,NP507-NK,NP507-B,,NP507-B,NP507-NK,,,,NP507-NK,NP507-B,NP507-A,NP507-B,NP507-B,NP507-A,NP507-B,,,NP507-NK,,NP507-A,,,NP507-A,,NP507-B,NP507-B,,NP507-B,,NP507-NK,NP507-NK,,NP507-A,NP507-C,,NP507-NK,NP507-D,,NP507-A,,,,NP507-NK,NP507-B,NP507-A,NP507-A,NP507-A,NP507-A,NP507-A,NP507-A,NP507-A,NP507-A,NP507-A,NP507-A,NP507-A,NP507-A,NP507-A,NP507-A,NP507-A,NP507-A,NP507-B,NP507-NK,,,,NP507-A,NP507-B,,,NP507-B,NP507-A,,NP507-A,NP507-NK,NP507-A,NP507-B,NP507-B,,,,NP507-NK,NP507-B,NP507-NK,NP507-E,,NP507-A,,,NP507-NK,NP507-NK,,,NP507-C,NP507-B,,,NP507-B,NP507-B,,NP507-NK,NP507-NK,NP507-B,,
NP508,,,,,NP508-D,NP508-NK,,NP508-B,,NP508-NK,NP508-NK,NP508-A,NP508-A,,,,NP508-NK,NP508-NK,NP508-C,,NP508-B,NP508-NK,NP508-B,,,NP508-NK,NP508-A,NP508-A,NP508-A,,,,,NP508-B,NP508-NK,,NP508-NK,NP508-B,NP508-NK,,,NP508-NK,,,NP508-NK,NP508-NK,NP508-NK,NP508-NK,,,,,NP508-B,,NP508-D,,NP508-D,,NP508-NK,NP508-B,NP508-B,,NP508-A,NP508-NK,NP508-D,,NP508-B,NP508-NK,,,,NP508-A,NP508-B,NP508-D,NP508-B,NP508-B,NP508-A,NP508-B,,,NP508-NK,,NP508-D,,,NP508-A,,NP508-B,NP508-B,,NP508-B,,NP508-NK,NP508-NK,,NP508-A,NP508-C,,NP508-D,NP508-D,,NP508-A,,,,NP508-NK,NP508-B,NP508-D,NP508-A,NP508-D,NP508-D,NP508-D,NP508-A,NP508-D,NP508-A,NP508-D,NP508-D,NP508-D,NP508-D,NP508-D,NP508-D,NP508-D,NP508-D,NP508-B,NP508-NK,,,,NP508-A,NP508-B,,,NP508-B,NP508-A,,NP508-NK,NP508-NK,NP508-A,NP508-B,NP508-B,,,,NP508-NK,NP508-B,NP508-NK,NP508-D,,NP508-A,,,NP508-NK,NP508-NK,,,NP508-C,NP508-B,,,NP508-B,NP508-B,,NP508-NK,NP508-NK,NP508-D,,
NP6,,,,,NP6-NK,NP6-0,,NP6-0,,NP6-1,NP6-0,NP6-0,NP6-0,,,,NP6-0,NP6-0,NP6-NK,,NP6-0,NP6-NK,NP6-1,,,NP6-0,NP6-0,NP6-0,NP6-1,,,,,NP6-0,NP6-1,,NP6-0,NP6-0,NP6-0,,,NP6-NK,,,NP6-1,NP6-NK,NP6-NK,NP6-0,,,,,NP6-NK,,NP6-1,,NP6-1,,NP6-1,NP6-0,NP6-1,,NP6-1,NP6-0,NP6-0,,NP6-NK,NP6-0,,,,NP6-NK,NP6-NK,NP6-1,NP6-1,NP6-0,NP6-0,NP6-0,,,NP6-0,,NP6-1,,,NP6-0,,NP6-NK,NP6-NK,,NP6-0,,NP6-NK,NP6-0,,NP6-1,NP6-0,,NP6-0,NP6-1,,NP6-0,,,,NP6-0,NP6-NK,NP6-NK,NP6-1,NP6-1,NP6-1,NP6-1,NP6-1,NP6-1,NP6-1,NP6-1,NP6-0,NP6-1,NP6-1,NP6-1,NP6-1,NP6-1,NP6-1,NP6-0,NP6-0,,,,NP6-0,NP6-0,,,NP6-0,NP6-NK,,NP6-0,NP6-0,NP6-1,NP6-1,NP6-0,,,,NP6-0,NP6-0,NP6-0,NP6-0,,NP6-1,,,NP6-1,NP6-NK,,,NP6-NK,NP6-NK,,,NP6-0,NP6-0,,NP6-NK,NP6-NK,NP6-0,,
NP610,,,,,NP610-NK,NP610-NK,,NP610-NK,,NP610-NK,NP610-NK,NP610-NK,NP610-E,,,,NP610-A,NP610-A,NP610-C,,NP610-C,NP610-NK,NP610-A,,,NP610-A,NP610-NK,NP610-NK,NP610-A,,,,,NP610-C,NP610-C,,NP610-C,NP610-B,NP610-A,,,NP610-NK,,,NP610-NK,NP610-NK,NP610-NK,NP610-A,,,,,NP610-NK,,NP610-E,,NP610-A,,NP610-A,NP610-NK,NP610-B,,NP610-A,NP610-A,NP610-C,,NP610-E,NP610-A,,,,NP610-NK,NP610-NK,NP610-A,NP610-NK,NP610-NK,NP610-NK,NP610-B,,,NP610-A,,NP610-E,,,NP610-F,,NP610-NK,NP610-NK,,NP610-B,,NP610-C,NP610-A,,NP610-F,NP610-B,,NP610-NK,NP610-E,,NP610-F,,,,NP610-A,NP610-B,NP610-A,NP610-A,NP610-A,NP610-A,NP610-A,NP610-A,NP610-A,NP610-A,NP610-A,NP610-A,NP610-A,NP610-A,NP610-A,NP610-A,NP610-A,NP610-A,NP610-NK,NP610-A,,,,NP610-A,NP610-F,,,NP610-NK,NP610-NK,,NP610-C,NP610-C,NP610-F,NP610-NK,NP610-NK,,,,NP610-NK,NP610-NK,NP610-NK,NP610-E,,NP610-F,,,NP610-B,NP610-A,,,NP610-C,NP610-NK,,,NP610-B,NP610-NK,,NP610-C,NP610-D,NP610-A,,
NP7,,,,,NP7-0,NP7-0,,NP7-0,,NP7-1,NP7-1,NP7-0,NP7-1,,,,NP7-1,NP7-0,NP7-1,,NP7-1,NP7-1,NP7-0,,,NP7-1,NP7-0,NP7-0,NP7-0,,,,,NP7-1,NP7-0,,NP7-1,NP7-0,NP7-0,,,NP7-1,,,NP7-1,NP7-1,NP7-1,NP7-1,,,,,NP7-1,,NP7-1,,NP7-0,,NP7-1,NP7-1,NP7-1,,NP7-0,NP7-1,NP7-0,,NP7-1,NP7-0,,,,NP7-1,NP7-0,NP7-0,NP7-0,NP7-1,NP7-0,NP7-0,,,NP7-1,,NP7-1,,,NP7-0,,NP7-1,NP7-0,,NP7-1,,NP7-0,NP7-0,,NP7-0,NP7-1,,NP7-0,NP7-1,,NP7-0,,,,NP7-0,NP7-0,NP7-1,NP7-1,NP7-0,NP7-1,NP7-0,NP7-1,NP7-1,NP7-1,NP7-1,NP7-0,NP7-1,NP7-1,NP7-1,NP7-1,NP7-0,NP7-1,NP7-1,NP7-0,,,,NP7-0,NP7-0,,,NP7-0,NP7-0,,NP7-1,NP7-1,NP7-0,NP7-0,NP7-0,,,,NP7-0,NP7-1,NP7-1,NP7-1,,NP7-0,,,NP7-1,NP7-1,,,NP7-NK,NP7-0,,,NP7-1,NP7-0,,NP7-0,NP7-1,NP7-0,,
NP710,,,,,NP710-A,NP710-C,,NP710-C,,NP710-A,NP710-NK,NP710-A,NP710-D,,,,NP710-C,NP710-C,NP710-C,,NP710-C,NP710-C,NP710-C,,,NP710-C,NP710-D,NP710-D,NP710-C,,,,,NP710-C,NP710-C,,NP710-D,NP710-D,NP710-C,,,NP710-C,,,NP710-C,NP710-D,NP710-C,NP710-C,,,,,NP710-C,,NP710-E,,NP710-C,,NP710-C,NP710-A,NP710-A,,NP710-A,NP710-C,NP710-D,,NP710-C,NP710-C,,,,NP710-A,NP710-E,NP710-A,NP710-A,NP710-A,NP710-C,NP710-A,,,NP710-C,,NP710-D,,,NP710-C,,NP710-C,NP710-C,,NP710-F,,NP710-C,NP710-A,,NP710-C,NP710-A,,NP710-A,NP710-C,,NP710-C,,,,NP710-A,NP710-C,NP710-C,NP710-C,NP710-C,NP710-C,NP710-C,NP710-C,NP710-C,NP710-C,NP710-C,NP710-C,NP710-C,NP710-C,NP710-C,NP710-C,NP710-C,NP710-C,NP710-B,NP710-E,,,,NP710-C,NP710-A,,,NP710-E,NP710-D,,NP710-D,NP710-C,NP710-C,NP710-C,NP710-C,,,,NP710-C,NP710-C,NP710-E,NP710-C,,NP710-C,,,NP710-C,NP710-C,,,NP710-C,NP710-C,,,NP710-A,NP710-C,,NP710-E,NP710-C,NP710-D,,
NP711,,,,,NP711-NA,NP711-C,,NP711-C,,NP711-NA,NP711-C,NP711-NA,NP711-C,,,,NP711-C,NP711-NK,NP711-C,,NP711-D,NP711-B,NP711-B,,,NP711-D,NP711-A,NP711-C,NP711-C,,,,,NP711-D,NP711-C,,NP711-D,NP711-C,NP711-A,,,NP711-D,,,NP711-D,NP711-C,NP711-C,NP711-C,,,,,NP711-NA,,NP711-C,,NP711-D,,NP711-C,NP711-NA,NP711-NA,,NP711-NA,NP711-C,NP711-A,,NP711-A,NP711-D,,,,NP711-NA,NP711-A,NP711-NA,NP711-NA,NP711-NK,NP711-B,NP711-NA,,,NP711-D,,NP711-C,,,NP711-C,,NP711-D,NP711-C,,NP711-D,,NP711-C,NP711-NK,,NP711-B,NP711-NA,,NP711-NA,NP711-C,,NP711-C,,,,NP711-NK,NP711-D,NP711-B,NP711-B,NP711-D,NP711-D,NP711-B,NP711-A,NP711-D,NP711-B,NP711-D,NP711-D,NP711-C,NP711-D,NP711-C,NP711-C,NP711-B,NP711-D,NP711-A,NP711-C,,,,NP711-D,NP711-NA,,,NP711-B,NP711-C,,NP711-C,NP711-D,NP711-D,NP711-A,NP711-C,,,,NP711-NK,NP711-C,NP711-B,NP711-C,,NP711-A,,,NP711-C,NP711-C,,,NP711-NK,NP711-C,,,NP711-NA,NP711-C,,NP711-NA,NP711-C,NP711-D,,
NP720,,,,,NP720-0,NP720-0,,NP720-0,,NP720-NK,NP720-NK,NP720-0,NP720-0,,,,NP720-0,NP720-0,NP720-0,,NP720-1,NP720-0,NP720-0,,,NP720-0,NP720-0,NP720-1,NP720-0,,,,,NP720-0,NP720-0,,NP720-0,NP720-0,NP720-0,,,NP720-0,,,NP720-0,NP720-0,NP720-0,NP720-0,,,,,NP720-NK,,NP720-0,,NP720-0,,NP720-NK,NP720-0,NP720-0,,NP720-NK,NP720-0,NP720-0,,NP720-0,NP720-NK,,,,NP720-0,NP720-NK,NP720-0,NP720-0,NP720-0,NP720-0,NP720-0,,,NP720-0,,NP720-0,,,NP720-0,,NP720-0,NP720-NK,,NP720-0,,NP720-0,NP720-1,,NP720-0,NP720-0,,NP720-1,NP720-0,,NP720-1,,,,NP720-0,NP720-0,NP720-0,NP720-0,NP720-0,NP720-0,NP720-0,NP720-0,NP720-0,NP720-0,NP720-0,NP720-0,NP720-0,NP720-1,NP720-0,NP720-0,NP720-0,NP720-0,NP720-0,NP720-0,,,,NP720-0,NP720-0,,,NP720-1,NP720-0,,NP720-0,NP720-0,NP720-0,NP720-0,NP720-1,,,,NP720-1,NP720-0,NP720-1,NP720-0,,NP720-0,,,NP720-0,NP720-0,,,NP720-0,NP720-0,,,NP720-0,NP720-0,,NP720-NK,NP720-NK,NP720-0,,
NP730,,,,,NP730-0,NP730-0,,NP730-0,,NP730-0,NP730-0,NP730-0,NP730-0,,,,NP730-0,NP730-0,NP730-0,,NP730-0,NP730-0,NP730-0,,,NP730-0,NP730-0,NP730-0,NP730-0,,,,,NP730-0,NP730-0,,NP730-0,NP730-0,NP730-0,,,NP730-0,,,NP730-0,NP730-0,NP730-0,NP730-0,,,,,NP730-NK,,NP730-0,,NP730-0,,NP730-NK,NP730-0,NP730-0,,NP730-NK,NP730-0,NP730-0,,NP730-0,NP730-NK,,,,NP730-0,NP730-NK,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,,,NP730-0,,NP730-0,,,NP730-1,,NP730-0,NP730-NK,,NP730-0,,NP730-0,NP730-0,,NP730-0,NP730-0,,NP730-0,NP730-0,,NP730-1,,,,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,,,,NP730-0,NP730-0,,,NP730-0,NP730-0,,NP730-0,NP730-0,NP730-0,NP730-0,NP730-0,,,,NP730-1,NP730-0,NP730-0,NP730-0,,NP730-0,,,NP730-0,NP730-0,,,NP730-0,NP730-0,,,NP730-1,NP730-0,,NP730-NK,NP730-NK,NP730-0,,
NP740,,,,,NP740-NK,NP740-1,,NP740-NK,,NP740-NK,NP740-0,NP740-1,NP740-1,,,,NP740-0,NP740-0,NP740-0,,NP740-0,NP740-NK,NP740-1,,,NP740-1,NP740-0,NP740-NK,NP740-0,,,,,NP740-1,NP740-1,,NP740-0,NP740-1,NP740-1,,,NP740-1,,,NP740-NK,NP740-0,NP740-1,NP740-1,,,,,NP740-NK,,NP740-1,,NP740-0,,NP740-NK,NP740-0,NP740-0,,NP740-NK,NP740-0,NP740-1,,NP740-1,NP740-NK,,,,NP740-NK,NP740-1,NP740-1,NP740-1,NP740-0,NP740-1,NP740-1,,,NP740-1,,NP740-1,,,NP740-1,,NP740-1,NP740-NK,,NP740-1,,NP740-0,NP740-0,,NP740-0,NP740-1,,NP740-1,NP740-1,,NP740-1,,,,NP740-0,NP740-1,NP740-1,NP740-0,NP740-0,NP740-0,NP740-0,NP740-0,NP740-0,NP740-0,NP740-0,NP740-1,NP740-0,NP740-0,NP740-0,NP740-0,NP740-0,NP740-0,NP740-1,NP740-0,,,,NP740-1,NP740-0,,,NP740-1,NP740-1,,NP740-1,NP740-0,NP740-0,NP740-1,NP740-0,,,,NP740-NK,NP740-1,NP740-1,NP740-1,,NP740-0,,,NP740-0,NP740-NK,,,NP740-NK,NP740-0,,,NP740-1,NP740-1,,NP740-NK,NP740-1,NP740-0,,
NP8,,,,,NP8-A,NP8-A,,NP8-D,,NP8-A,NP8-A,NP8-A,NP8-D,,,,NP8-A,NP8-A,NP8-A,,NP8-E,NP8-A,NP8-D,,,NP8-D,NP8-D,NP8-A,NP8-A,,,,,NP8-D,NP8-C,,NP8-A,NP8-B,NP8-A,,,NP8-D,,,NP8-D,NP8-A,NP8-A,NP8-A,,,,,NP8-A,,NP8-D,,NP8-A,,NP8-A,NP8-F,NP8-A,,NP8-A,NP8-A,NP8-A,,NP8-A,NP8-D,,,,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,,,NP8-D,,NP8-A,,,NP8-F,,NP8-A,NP8-A,,NP8-D,,NP8-A,NP8-D,,NP8-A,NP8-D,,NP8-G,NP8-D,,NP8-D,,,,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,NP8-A,,,,NP8-D,NP8-A,,,NP8-A,NP8-A,,NP8-A,NP8-D,NP8-D,NP8-D,NP8-A,,,,NP8-D,NP8-A,NP8-D,NP8-D,,NP8-A,,,NP8-A,NP8-A,,,NP8-NK,NP8-A,,,NP8-A,NP8-A,,NP8-A,NP8-A,NP8-A,,
